"Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"EAG","27.8","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"EFJ","27.8","TLW","ES",0.04,0,0.01,0,0.01,0,0,0,0,0,0,0
"EJE","27.8","TLW","ES",0,0.04,0.06,0,0,0,0,0,0,0,0,0
"EJE","27.8","TLW","FR",0,2.06,0,0,0,0,0,0,0,0.1,0.01,0
"ELE","27.8","TLW","ES",6.37,6.62,5.7,6.29,5.91,7.34,5.59,6.5,5.4,4,5.8,10.8
"ELE","27.8","TLW","FR",51.74,32.19,55.59,58.9,63.51,64.99,53.59,84.4,49.9,54,61.3,40.7
"ELX","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,47.61,47.61,44.6
"ENX","27.8","TLW","PT",0,0,0.01,0.06,0.01,0.02,0.01,0,0.01,0,0,0
"EOI","27.8","TLW","ES",96.6,120.78,263.61,185.98,343.59,0,0,0,0,0,0,0
"EOI","27.8","TLW","PT",0.95,1.64,4.73,0.75,2.44,2.24,1.18,0,0.01,0.01,3,0.11
"EPI","27.8","TLW","ES",0.75,0.21,0.08,0.05,0.08,1.89,1.06,27.2,0.01,2.02,0.41,4.2
"EPI","27.8","TLW","FR",0,0,0.04,0.07,0.86,0.69,1.01,0,1.6,1.1,1.4,5
"EPI","27.8","TLW","PT",0,0.04,0.04,0.03,0.18,0.22,0.07,0,0.01,1,0.01,0.5
"EQE","27.8","TLW","ES",13.26,15.33,13.28,16.59,10.7,0,0,0,0,0,0,0
"EQI","27.8","TLW","ES",13.12,7.51,5.81,3.33,5.37,0,0,0,0,0,0,0
"EQI","27.8","TLW","PT",0,0,0,0,0,0.12,0,0,0,0,0,0
"ETP","27.8","TLW","ES",0.03,0,0,0,0,0,0,0,0,0,0,0
"ETR","27.8","TLW","FR",0,0,0,0,0.01,0.08,0.14,0,0,0,0,0
"ETX","27.8","TLW","ES",0.02,0,0.09,0,0,0.56,1.88,0,0.01,0,80.3,0
"ETX","27.8","TLW","FR",0,0,0.81,0,0,0,0,0,0,0,0,0
"FCP","27.8","TLW","FR",0.15,0.24,0.06,0.29,0.14,0.14,0.16,0.8,0,0.01,0.01,0
"FIM","27.8","TLW","ES",0.21,0.16,0,0,0,0,0,0,0,0,0,0
"FIN","27.8","TLW","DE",0,0,0,0,0,0,0,0,0,0,0,0.01
"FIN","27.8","TLW","ES",161.63,221.67,261.04,355.45,463.78,690.94,1305.81,993.3,1344.4,1474,1772.4,1576.5
"FIN","27.8","TLW","FR",0,0,0,0,0,0,0,42,31.2,0,0,0
"FIN","27.8","TLW","IE",0,0,0,0,0,0,0.08,0,0,0,0,0
"FIN","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,19.01,10.01,140.5
"FLE","27.8","TLW","ES",2.86,3.62,3.82,2.9,2.31,2.71,16.24,11.8,5.81,2.02,1.02,1.2
"FLE","27.8","TLW","FR",16.8,16.82,20.01,19.73,18.7,22.17,23.27,24.9,24.8,5.1,19.2,34.3
"FLX","27.8","TLW","ES",0.18,0.41,0.48,0.58,0.01,4.85,16.5,10.9,24.31,66.01,52.2,8.4
"FLX","27.8","TLW","FR",17.99,19.37,23.22,19.5,19.71,17.59,27.73,31.7,19.6,20.1,20.8,22.6
"FMS","27.8","TLW","FR",0,0,0,0,0,0,0.08,0,0,0,0,0
"FOR","27.8","TLW","ES",16.39,16.65,27.34,85.73,118.46,471.8,967.14,703.4,163.5,55,60.8,44.2
"FOR","27.8","TLW","FR",0.02,0.02,0.01,0.04,0,0.18,0.12,0,0,0.01,0.01,0
"FOR","27.8","TLW","PT",0,0.58,0.42,1.17,0.94,0.76,0.96,2,2,0.01,4,0
"FOX","27.8","TLW","ES",19.24,3.3,8.88,13.32,14.8,16.4,55.26,54.4,88.8,89,94.2,203
"FOX","27.8","TLW","FR",0.01,0.2,0,0.44,0.4,0.07,0,0,0,0,0,0
"FOX","27.8","TLW","PT",0.1,0.25,2.64,0.86,2.81,3.4,0.11,1,3,2,1,1.6
"FPP","27.8","TLW","FR",0.16,0.07,0.16,0.22,0.21,0.55,0.72,1.1,0.6,0.02,0.02,0.1
"FRF","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.2
"FRI","27.8","TLW","ES",5.96,95.13,17.83,34.26,1.8,0,0,0,0,0,0,0
"FRI","27.8","TLW","FR",1.43,3.36,4.18,2.94,4.51,2.04,0.3,3.3,0,2.6,2.6,0
"FRZ","27.8","TLW","ES",29.51,220.47,16.86,46.05,21.69,1065.21,208.31,158.8,33.5,0.01,8.7,4.9
"FUV","27.8","TLW","FR",0,0,0,0,0,0,0,0,0.8,0,0,0
"GAD","27.8","TLW","ES",25.35,30.59,117.38,111.18,0.75,36.65,881.32,2481.8,7835.41,306,393.3,131.6
"GAD","27.8","TLW","FR",33.05,36.6,54.44,79.96,83.47,47.26,65.39,0,0,0,0,0
"GAG","27.8","TLW","ES",3.65,1.14,6.4,4.16,5.61,2.54,87.77,157.9,325.3,176,120,165.8
"GAG","27.8","TLW","FR",62.26,84.71,59.94,42.37,54.22,39.11,55.33,56.8,74,13.4,43.4,54.6
"GAG","27.8","TLW","GB",0.28,0.07,0.13,0,0.02,0,0,0.5,0.1,2.02,0.4,5
"GAG","27.8","TLW","PT",0,0,0,0.16,0,0,0,0,0,0,0,0
"GAM","27.8","TLW","FR",0,0,0.21,0,0,0,0,0,0,0,0,0
"GAR","27.8","TLW","ES",38.84,98.23,99.64,109.42,70.6,67.7,98.01,36.9,40.51,52.01,34.5,79.3
"GAR","27.8","TLW","FR",18.59,25.26,41.38,40.57,34.07,41.19,49.61,48.7,40.6,4.7,31.61,44
"GAR","27.8","TLW","PT",0,0,0,0,0,0.04,0,0,0.01,0,0,0
"GAS","27.8","TLW","ES",0.71,0.68,0.43,4.28,0.65,6.17,7.01,18.5,8.2,2,1.9,1
"GAS","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.1,0.1,0
"GAU","27.8","TLW","ES",37.62,35.53,42.61,48.82,11.56,8.47,0,0.01,0.01,0,0,0
"GAU","27.8","TLW","FR",0,0,0,0.03,0,0,0.18,0,0,0,0,0
"GBF","27.8","TLW","ES",0,0,0,0.01,0.03,0,0,0,0,0,0,0
"GBN","27.8","TLW","ES",0,0,0.02,0,0,0,0,0,0,0,0,0
"GBR","27.8","TLW","ES",0.16,0,0.07,0,0.04,0,0.02,0.2,0.02,0.01,0,0
"GBR","27.8","TLW","PT",0,0.38,0.35,0.64,0.52,0.7,0.51,1,1,1,3,2.6
"GDG","27.8","TLW","ES",0,0.01,0.01,0,0,0,0,0,0,0,0,0
"GEL","27.8","TLW","ES",531.76,1273.18,1654.32,1636.41,264.52,259.16,175,72.6,0,22,47.2,439.1
"GEP","27.8","TLW","ES",1.37,1.39,12.62,8.44,12.26,77.2,25.45,18.8,1.2,0.02,0.6,12.6
"GER","27.8","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,0,0
"GEY","27.8","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"GFB","27.8","TLW","ES",164.32,222.49,203.22,312.29,223.75,245.01,235.25,202.9,217.01,212.01,200.61,172.6
"GFB","27.8","TLW","FR",17.92,29.4,37.53,39.09,30.71,44.05,35.64,44.6,44.7,13.8,23.01,52
"GFB","27.8","TLW","GB",0,0,0,0.04,0,0,0.12,0,0.03,0.01,0.01,3
"GFB","27.8","TLW","PT",0.22,3.06,1.11,0,0.87,0.27,0,0,0.01,0.01,0,0.01
"GGD","27.8","TLW","ES",1.76,2.61,4.06,7.34,5.18,0,0,0,0,0,0,0
"GGU","27.8","TLW","ES",0.16,0.01,0.02,0,0.01,0,0,0,0,0,0,0
"GGY","27.8","TLW","ES",0.24,0.6,0.65,0.48,0.32,0,0,0,0,0,0,0
"GHL","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.2
"GKL","27.8","TLW","FR",3.38,7.2,2.7,16.73,6.27,13.01,18.22,24.9,0.9,1.9,2.4,1.4
"GOA","27.8","TLW","PT",0,0.27,0.03,0.01,0.21,0.06,0.01,0,0.01,0.01,0,0
"GOB","27.8","TLW","FR",0,0.05,0,0,0.8,3.64,0,0,0,0,0,0
"GPA","27.8","TLW","ES",0.22,0,0.14,0.03,0.43,0.1,0.1,0.01,0.01,0.01,0.1,0
"GPD","27.8","TLW","ES",2.73,4.85,3,3.8,2.16,9.9,13.51,22.9,21.4,38.01,61.8,31.8
"GPD","27.8","TLW","FR",4.34,1.06,0.91,0.66,0.83,2.89,3.15,3.5,5.1,6.9,9.1,2.7
"GPD","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,1
"GPD","27.8","TLW","PT",0,0,0,0,0.01,0,0.03,0,0.01,0,0,0
"GPW","27.8","TLW","PT",0,0,0,0,0,0,0.01,0,0.01,0.01,0,0
"GPX","27.8","TLW","PT",0,0,0.82,0,0,0,0,0,0.01,0.01,0.01,0.3
"GRC","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.2,0.2,0
"GRO","27.8","TLW","ES",25.84,63.49,8874.13,1943.18,3211.13,0.3,961.17,3752.4,6841.8,7891,1796.2,98.1
"GRO","27.8","TLW","GB",0,0,0,0,0,0.1,0,0,0.1,0.04,0.02,0.03
"GRV","27.8","TLW","FR",0,0,0,0,0.01,0.01,0.53,0,0,0,0,0
"GRX","27.8","TLW","ES",1.01,0.18,0.41,0.05,0.01,0.11,1.15,0.2,0.01,0,0.01,0
"GRX","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,8,6.3
"GSK","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"GSM","27.8","TLW","FR",0.1,0.02,0.06,0,0,0,0,0,0,0.01,0.01,0
"GUG","27.8","TLW","BE",38,37.8,17.7,13.8,21,19.7,8.6,8.2,3.11,2.8,2.6,2.8
"GUG","27.8","TLW","ES",0.07,0.11,0.02,0,0,0,0,0,0,0,0,0
"GUG","27.8","TLW","FR",168.25,178.84,210.41,164.44,156.95,146.81,161.07,146.7,96.1,4.7,67.91,71.4
"GUI","27.8","TLW","ES",1.92,3.76,6.12,13.67,17.02,0,0,0,0,0,0,0
"GUM","27.8","TLW","ES",0.5,0.09,0.11,0,0.18,0,0,0,0,0,0,0
"GUM","27.8","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,0,0
"GUN","27.8","TLW","ES",11.07,20.86,20.24,16.1,10.47,0,0,0,0,0,0,0
"GUN","27.8","TLW","FR",0.14,0.03,0.02,0,0.28,0.07,0.15,0,0,0,0,0.3
"GUN","27.8","TLW","PT",0.05,0.02,0,0.09,0.17,0.68,0.8,0,0.01,1,0,0
"GUP","27.8","TLW","ES",0,0,0,0,0,0,0,0.01,0.01,0,0.01,1.1
"GUP","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,8.03
"GUP","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,3,5.7
"GUQ","27.8","TLW","ES",0,0,0,0,0,0,0,0,0.91,2.01,0.71,14.4
"GUQ","27.8","TLW","FR",0,0,0.01,0,0,0,0,5.5,4.8,0.11,0.01,0
"GUQ","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.1,30.01
"GUQ","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,5,18.2
"GUR","27.8","TLW","BE",0.3,0.2,0.8,1.5,1.1,1.6,1,2.7,1.8,1.5,1.2,1.2
"GUR","27.8","TLW","ES",74.72,70.37,82.03,362.5,531.58,0,0,0,0,0,0,0
"GUR","27.8","TLW","FR",110.42,135.42,164.58,158.86,150.74,134.05,160.75,132.7,139.4,92.3,201.7,218.2
"GUR","27.8","TLW","GB",0.02,0.01,0,0,0,0,0,0,0,0,0,0
"GUR","27.8","TLW","PT",0.28,0.43,0.63,0.56,0.44,7.24,0.64,0,1,0.01,0,0
"GUU","27.8","TLW","BE",17,18.1,20.9,18.6,16,9.4,9,4.9,7.5,0,0,0
"GUU","27.8","TLW","ES",19.54,27.43,13.64,6.78,6.59,0,0,0,0,0,0,0
"GUU","27.8","TLW","FR",216.81,169.88,175.97,122.34,119.7,87.17,78.54,50.7,50.5,21.1,58.41,55.8
"GUU","27.8","TLW","NL",0,0,0.3,0,0,0,0,0,0,0,0,0
"GUU","27.8","TLW","PT",0.48,0.02,0,0.1,0.02,0.01,0.4,0,0,0.01,0,0
"GUX","27.8","TLW","BE",0,0,0,0,0,0,0,0,0,6,5.9,6.9
"GUX","27.8","TLW","ES",360.83,456.89,506.08,656.92,914.21,1561.4,1034.93,615.5,548.5,359,295.3,463.3
"GUX","27.8","TLW","FR",25.48,25.03,16.24,16.73,19.52,17.03,34.37,22.4,17.7,1.2,1.31,3.4
"GUX","27.8","TLW","GB",0.02,0,0.01,0.01,0,3.5,0,0,0.01,0.04,0.22,0.02
"GUX","27.8","TLW","IE",0,0,0,0,0,0,0,0,0,0.1,0,0
"GUX","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"GUY","27.8","TLW","ES",35.13,53.87,29.48,24.54,24.32,0,0,0,0,0,0,0
"GUY","27.8","TLW","PT",0,0.35,0,0,0,0,0,0,0,0,2,3
"HAD","27.8","TLW","BE",0,0,0.1,0,0,0.1,0,0,0.01,0,0.01,0
"HAD","27.8","TLW","ES",0,0,0.72,0.25,5.25,1.54,0.12,0.1,0.02,1.02,1.21,3.3
"HAD","27.8","TLW","FR",141.6,189.71,206.26,136.5,118.67,222.38,201.68,171.9,89,19.9,61.21,30.8
"HAD","27.8","TLW","GB",0.03,0,0,0,0,0,0,0,0,0.01,0.01,0.01
"HAD","27.8","TLW","IE",0,0,0.21,0,0,2.04,0.44,0,0,0.1,0,0
"HAD","27.8","TLW","NL",0,0,0.2,0,0,0,0,0,0,0,0,0
"HAL","27.8","TLW","ES",0,0,0,0,0,0,0.04,0,0.01,0.01,0,0.1
"HAL","27.8","TLW","FR",0,0,0,0,0.02,0.04,0,0,1.3,0.4,0.4,0.4
"HAL","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0,0
"HDR","27.8","TLW","ES",0.26,0.23,0.79,0.03,0.02,0,0,0,0,0,0,0
"HER","27.8","TLW","ES",0,0,0,0,0,0.01,53.94,38.3,54.5,131,119.9,214.4
"HER","27.8","TLW","FR",12.08,3.66,5.46,4.58,6.88,21.98,80.57,50,34.2,11.01,11.91,6.4
"HER","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.02,0
"HER","27.8","TLW","IE",1.12,0,0,0,0,2,0,0,0,0,0,0
"HER","27.8","TLW","NL",0,0,0,0,0,0,222,402,0,0,0,0
"HER","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"HKB","27.8","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,0
"HKE","27.8","TLW","BE",4.9,7.1,7,5.9,7.6,2.6,4.7,4.8,6.1,3.3,2.5,10.4
"HKE","27.8","TLW","DE",0,0,0.12,0,0,0,0,0,0,0,0,0
"HKE","27.8","TLW","ES",15205.63,13822.86,12934.61,12552.97,11372.4,10149.02,10696.99,10084.8,8658.9,9689,6583.9,10819.3
"HKE","27.8","TLW","FR",17474.95,16776.46,17821.92,16244.43,13623.15,12483.12,11540.42,10921.4,9273,3540.3,5076.9,4123.2
"HKE","27.8","TLW","GB",8.48,0.83,174.09,163.33,86.26,104.9,144.8,119.7,0.82,24.01,2.11,48.01
"HKE","27.8","TLW","IE",2.72,0.2,0.04,0,0,0.74,0,0,0,0,0,0
"HKE","27.8","TLW","NL",0,0,25.1,4.3,1,1,17,2,0,0,0,0
"HKE","27.8","TLW","PT",60.38,184.31,141.33,28.31,52.32,32.38,18.55,32,29,38,42.01,36.41
"HKR","27.8","TLW","PT",0,0,0,0,0,0,0.01,0,1,0,1,0.2
"HKS","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.01,0.01,0.1
"HKS","27.8","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"HKW","27.8","TLW","ES",0.44,1.81,1.14,0.88,1.12,5.33,3.63,1.6,0.01,6,2.9,4.6
"HKW","27.8","TLW","PT",0,0.01,0.08,0.7,2.42,0.82,0.1,0,0.01,0.01,0,0
"HKX","27.8","TLW","PT",0,0,0,0,0,0.12,0,0,0,2,3,3.7
"HLT","27.8","TLW","FR",3.03,3.66,1.47,1.96,0.73,0.02,0.88,2,0,0,0.1,0.3
"HLZ","27.8","TLW","ES",0,60.92,0,0.3,0.26,0,0,0,0,0,0,0
"HMM","27.8","TLW","ES",156.33,153.74,88.82,136.7,279.21,0,0,0,0,0,0,0
"HMM","27.8","TLW","FR",0,0,399.41,449.64,554.04,425.92,356.52,206.1,451.7,56.9,517.4,462.8
"HMM","27.8","TLW","PT",7.84,0,4.66,3.19,65.97,8.59,0,0,0,8,0,0
"HMY","27.8","TLW","ES",0.1,0,0,0,0,0,0,0,0,0,0,0
"HMY","27.8","TLW","PT",0,0,0,0,0.01,0.11,0,41,0.01,0.01,0.01,0.2
"HOM","27.8","TLW","DE",215.74,0,0,0,0,0,0,0,0,940.5,0,3325.4
"HOM","27.8","TLW","DK",1318,389.69,0,0,15.93,586.02,200.2,631.9,3109.4,3290,2687,1513
"HOM","27.8","TLW","ES",5373.7,6640.58,3763.04,9312.6,14852.79,0,0,0,0,0,0,8233.7
"HOM","27.8","TLW","FR",0,0,1618.08,2277.5,2674.25,1218.14,949.65,1287.9,1501.4,1847.6,2181.6,4098.1
"HOM","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,513,0,2074
"HOM","27.8","TLW","IE",0,32.3,0.4,0,0,39,196.85,0,0,246.2,695.1,158.1
"HOM","27.8","TLW","LT",0,0,0,0,0,0,0,0,0,0,0,401
"HOM","27.8","TLW","NL",281.5,1.1,1735.8,515.5,1050,5,84,102,1845,4233,167,4838
"HOM","27.8","TLW","PT",1143.14,1339.17,1666.93,1857.22,1702.56,1392.19,463.26,267,835,1696,1175,751.9
"HPR","27.8","TLW","ES",2.27,2.51,6.9,3.85,0.82,0,0,0,0,0,0,0
"HPR","27.8","TLW","PT",0.06,0.17,0,0,0,0,0,0,0,0,0,0
"HYD","27.8","TLW","FR",0.59,1.8,1.04,1.03,1.11,1.4,2.44,4.4,5.5,2.12,3.6,12.4
"IAR","27.8","TLW","ES",0.11,1.31,0.69,0.05,0.1,0,0,0,0,0,0,0
"IAR","27.8","TLW","FR",27.81,13.4,13.51,15.63,34.09,34.06,28.93,26.5,19.3,3.9,45.12,39.8
"IAX","27.8","TLW","ES",0,0,0,0.01,0,0,0,0,0,0,0,0
"ILL","27.8","TLW","FR",154.74,202.37,284.74,236.78,296.74,586.41,365,61.9,73.6,0,0,0
"IMS","27.8","TLW","FR",0,0.06,0,0,0,0,0,0,0,0,0,0
"INV","27.8","TLW","ES",1.71,0.06,0.88,0.59,0,4.05,0.96,1.4,0.5,0.01,0.11,0
"IOD","27.8","TLW","ES",0.02,0,0,0,0.01,0,0,0,0,0,0,0
"IOD","27.8","TLW","FR",0,0,0,3.62,0,3.57,5.97,0,0,1,1,2.3
"ISC","27.8","TLW","ES",0,0,0,0,0.05,0,0,0,0,0,0,0
"ITW","27.8","TLW","ES",0,0,0.03,0,0,0,0,0,0,0,0,0
"JAA","27.8","TLW","ES",3.09,1.48,0,35.67,74.75,0,0,0,0,0,0,0
"JAA","27.8","TLW","PT",0.46,0,5.47,9.94,118.77,0,279.14,502,115,451,394,635.1
"JAI","27.8","TLW","ES",0.16,0,0,0,0,0,0,0,0,0,0,0
"JAX","27.8","TLW","DE",0,3.75,48.53,19.17,417.48,0,60.82,62,299.7,0,0,0
"JAX","27.8","TLW","ES",8300.02,8358.05,4791.17,10442.82,9447.23,13778.86,34933.32,24422.7,27272.9,24997,22770.5,16952.3
"JAX","27.8","TLW","FR",2820.88,2781.15,45.95,7.78,72.38,223.33,408.52,0,0,0,0,0
"JAX","27.8","TLW","GB",0,9.4,72.13,34.88,104.45,0,58.8,112.1,1733.1,0,0,0
"JAX","27.8","TLW","IE",579.74,0,0,0,0,0,0,0,0,0,0,0
"JAX","27.8","TLW","PT",487.28,0,0,0,0,0,0,0,0,0,0,0
"JBA","27.8","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"JCR","27.8","TLW","ES",78.01,11.47,0,0.09,0.01,0,0,0,0,0,0,0
"JCR","27.8","TLW","FR",0.02,0,0,0,0,0,0,0,0,0,0,0
"JCX","27.8","TLW","ES",0.04,0.35,0.94,0.97,0.01,0,0,0,0,0,0,0
"JDP","27.8","TLW","FR",4.35,3.93,5.63,4.78,3.02,2.27,2.4,2.7,3.4,0.6,4.61,3
"JFV","27.8","TLW","ES",0,0,0,0,0,0.24,0,0,0,0,0,0
"JOD","27.8","TLW","BE",0.4,0.3,0.9,0.8,0.6,0,0,0,0,0,0,0
"JOD","27.8","TLW","ES",211.67,289.62,294.68,260.5,430.47,579.5,742.17,855.5,733.4,360,111.5,144.6
"JOD","27.8","TLW","FR",477.42,518.07,496.45,452.24,469.61,348.23,349.05,502,437.4,222.3,364.6,334.2
"JOD","27.8","TLW","GB",0.22,0,0.02,0.3,0.09,1.3,0.05,0,0.01,0.01,0.02,0.01
"JOD","27.8","TLW","IE",0,0,0,0,0,0.12,0,0,0,0,0,0
"JOD","27.8","TLW","PT",0.62,0.92,3.59,1.17,13.68,1.13,0.42,0,0.01,1,1,0.6
"JOS","27.8","TLW","ES",5.07,5.8,2.22,0.73,2.79,0,0,0,0,0,0,0
"JOS","27.8","TLW","PT",0,0,0,0.41,0.46,0.52,0.12,0,0.01,0.01,0.01,0.01
"JRS","27.8","TLW","ES",1.59,2.21,1.7,0.54,0,0,0,0,0,0,0,0
"JRS","27.8","TLW","FR",0.29,0,0.34,0.69,0.55,0.11,0.28,0,0,0.1,0,0
"JUX","27.8","TLW","ES",0,0,0,0,0.01,0,0,0,0,0,0,0
"KCS","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,2.01
"KCT","27.8","TLW","ES",0,0.01,0.03,0.02,0.07,0,0,0,0,0,0,0
"KCX","27.8","TLW","ES",0.02,0,0,0,0,0,0,0,0,0,0,0
"KCZ","27.8","TLW","ES",0.04,0.01,0.04,0.15,0.26,0,0,0,0,0,0,0
"KDF","27.8","TLW","FR",0,0.04,0,0,0,0,6.09,0,0,0,0,0
"KEF","27.8","TLW","DE",5.14,18.58,10.51,3.21,6.84,9.54,12.24,13,9.9,31.2,45.9,34.1
"KEF","27.8","TLW","ES",3.83,0,1.53,0,0,0,0,0,0,0,0,0
"KEF","27.8","TLW","FR",0.75,0,0,0,0,0,0,0,0,0,0,0
"KFA","27.8","TLW","FR",0.35,0.33,0.07,5.84,11.18,8.86,6.6,0,0,0,0,0
"KGX","27.8","TLW","FR",7.91,12.33,23.29,18.07,13.44,20.72,53.82,0,0,0,0,0
"KGX","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"KLK","27.8","TLW","FR",66.1,8.5,8.7,22.2,31.04,55.96,62.74,61.5,22.3,29,29,35.8
"KRJ","27.8","TLW","PT",0,0.17,0.17,0.57,0.06,0.23,0.13,0,0.01,1,1,1.2
"KUP","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.4
"KYX","27.8","TLW","ES",0,0,0,0,0.06,0,0,0,0,0,0,0
"LAG","27.8","TLW","FR",0.04,0,0,0,0,0,0,0,0,0,0,0
"LAH","27.8","TLW","FR",0,204.28,430.34,572.22,435.8,0,56.88,0,0,0,0,0
"LAS","27.8","TLW","ES",0,0,0,0,0,0.08,0,0.1,0,0.01,0.1,0
"LAS","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,29.7
"LAU","27.8","TLW","FR",2.59,2.37,0.41,9.68,9.2,23.64,23.6,26.7,212.3,17,17,0
"LAZ","27.8","TLW","ES",0,0,7.05,0.3,0,0,0,0,0,0,0,0
"LBE","27.8","TLW","BE",0,0,0,0,0,0.1,0,0,0.01,0,0.02,0
"LBE","27.8","TLW","ES",8.28,9.9,5.92,3.98,3.57,5.21,6.74,7.2,8.92,7.01,4.03,5.2
"LBE","27.8","TLW","FR",154.92,137.4,111.27,106.72,105.8,103.25,123.16,124.3,112.4,80.41,109.12,73.9
"LBE","27.8","TLW","GB",0.01,0,0.02,0.01,0.01,0,0.03,0,0.01,0.01,0.01,0.01
"LBE","27.8","TLW","IE",0,0,0,0,0,0,500,0.1,0.01,0,0,0
"LBE","27.8","TLW","PT",0,0.05,0.07,0.16,0.11,0.16,0.31,0,0.01,0.01,0.01,0.7
"LBS","27.8","TLW","ES",0.21,0.44,0.46,0.09,0.02,0,0,0,0,0,0,0
"LCM","27.8","TLW","ES",0.05,0.08,0.2,0,0,0,0,0,0,0,0,0
"LDB","27.8","TLW","ES",0.04,0.03,0.07,0.07,0.16,0,0,0,0,0,0,1
"LDB","27.8","TLW","PT",0.16,0,1.84,0.6,1.61,0.55,0,0,0,0.01,0,0
"LDV","27.8","TLW","ES",0,0.22,0.19,0.9,0.58,0,0,0,0,0,0,0
"LDV","27.8","TLW","PT",0.05,0.05,0.23,0.33,0.29,1.24,1.6,1,1,1,0,0
"LEC","27.8","TLW","ES",6,4.1,6.8,2.14,2.12,0.39,2.8,0.8,0.91,0.01,0,0
"LEC","27.8","TLW","FR",0.04,0,0,0,0,0,0,0,0,0,0,0
"LEC","27.8","TLW","PT",3.72,0.92,0.6,0.74,1.52,0.01,0.03,0,0,0,0,0
"LEE","27.8","TLW","ES",0,0.02,0.07,0,0,0.05,1.51,0.5,0.8,0,0.3,0.3
"LEE","27.8","TLW","FR",0.01,0.15,0.02,0.04,0.01,0.05,0.08,0,0,0,0,0.2
"LEE","27.8","TLW","PT",0,0,0,0,0.12,0,0,0,0,0,0,0
"LEF","27.8","TLW","ES",0.06,0.26,0,0.01,0.05,0.7,1.69,1.6,0.01,0,0,0
"LEF","27.8","TLW","FR",0,0,0.04,0,0,0,0,0,0,0,0,0
"LEF","27.8","TLW","PT",0,0.08,0.25,0.02,1.84,6.34,0.18,1,0.01,1,1,1.01
"LEM","27.8","TLW","BE",0.1,0,0,0,0,0,0.1,0,0.01,0.01,0.6,0
"LEM","27.8","TLW","ES",0.01,0.04,0.01,0,0,0,0.09,0,0,0,0,0
"LEM","27.8","TLW","FR",81.08,90.42,85.75,77.91,58.45,72.69,100.63,88.4,78.8,36.71,76.71,77
"LEM","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"LEM","27.8","TLW","IE",0,0,0.09,0,0,0.06,0,0,0,0.1,0,0
"LEP","27.8","TLW","FR",0,0,0,0,0,0,0,0,0.5,0,0,0
"LEZ","27.8","TLW","BE",14.4,13.6,4.6,12.3,18.1,7.7,10.5,3.5,5.9,5.71,4.11,2
"LEZ","27.8","TLW","ES",1156.02,1149.14,1121.55,1169.59,1030.14,869.25,1017.6,1103.9,1099.4,1349,912.4,967.5
"LEZ","27.8","TLW","FR",1314.01,1535.01,114.23,80.23,92.31,90.08,138.64,197.1,275.9,387.7,611.71,639.1
"LEZ","27.8","TLW","GB",0,0,0,0.36,0.03,0,0,0,0.01,0.01,0,0
"LEZ","27.8","TLW","IE",0,0,0.27,0,0,1.46,0.15,0,0,0,0,0
"LEZ","27.8","TLW","PT",4.05,13.7,0,0,0,0,0,0,0,0,0,0
"LHT","27.8","TLW","ES",2.47,1.63,5.67,34.57,13.21,7.8,29.1,11.2,23.4,15,1,29.1
"LHT","27.8","TLW","PT",1.55,4.6,2.3,0,0.65,0.02,0,0,0,0,0,0.01
"LIL","27.8","TLW","ES",0,0,0.04,0,0,0,0,0,0,0,0,0
