"Year","AphiaID","Species.Latin.Name","Area","Country","AMS.Catch.TLW.","BMS.Catch.TLW."
2018,150637,"Eutrigla gurnardus","27_7_G","GB",3e-04,NA
2018,150637,"Eutrigla gurnardus","27_7_H","GB",0.0162,NA
2018,158960,"Coryphaenoides rupestris","27_6_A","GB",5.9518,NA
2018,367297,"Raja brachyura","27_4_A","GB",0.0585,NA
2018,367297,"Raja brachyura","27_4_B","GB",1.7574,NA
2018,367297,"Raja brachyura","27_4_C","GB",4.7475,NA
2018,367297,"Raja brachyura","27_6_A","GB",2.6891,NA
2018,367297,"Raja brachyura","27_7_A","GB",11.4819,NA
2018,367297,"Raja brachyura","27_7_B","GB",0.6996,NA
2018,367297,"Raja brachyura","27_7_D","GB",27.5046,NA
2018,367297,"Raja brachyura","27_7_E","GB",236.095,NA
2018,367297,"Raja brachyura","27_7_F","GB",294.671,NA
2018,367297,"Raja brachyura","27_7_G","GB",22.1464,NA
2018,367297,"Raja brachyura","27_7_H","GB",2.4348,NA
2018,367297,"Raja brachyura","27_7_J","GB",0.2813,NA
2018,105740,"Alopias","27_4_C","GB",0.008,NA
2018,105740,"Alopias","27_7_D","GB",0.1929,NA
2018,105740,"Alopias","27_7_E","GB",0.341,NA
2018,105740,"Alopias","27_7_F","GB",0.1,NA
2018,126394,"Beryx decadactylus","27_7_J","GB",0.5931,NA
2018,126395,"Beryx splendens","27_4_A","GB",0.018,NA
2018,126472,"Macrourus berglax","27_6_A","GB",7.568,NA
2018,126472,"Macrourus berglax","27_6_B","GB",0.0201,NA
2018,107044,"Pandalus","27_4_A","GB",3.71,NA
2018,107044,"Pandalus","27_6_A","GB",0.025,NA
2018,126175,"Sebastes","27_1","GB",24.5701,NA
2018,126175,"Sebastes","27_14_B","GB",20.1701,NA
2018,126175,"Sebastes","27_2_A","GB",74.2229,NA
2018,126175,"Sebastes","27_2_B","GB",1.032,NA
2018,126175,"Sebastes","27_4_A","GB",28.9647,NA
2018,126175,"Sebastes","27_4_C","GB",6e-04,NA
2018,126175,"Sebastes","27_5_B","GB",1.0393,NA
2018,126175,"Sebastes","27_6_A","GB",17.2873,NA
2018,126175,"Sebastes","27_6_B","GB",1.0071,NA
2018,126175,"Sebastes","27_7_B","GB",0.017,NA
2018,126175,"Sebastes","27_7_C","GB",2.5607,NA
2018,126175,"Sebastes","27_7_E","GB",0.0011,NA
2018,126175,"Sebastes","27_7_J","GB",0.1352,NA
2018,126175,"Sebastes","27_7_K","GB",0.504,NA
2018,126175,"Sebastes","27_8_A","GB",0.126,NA
2018,126175,"Sebastes","27_8_D","GB",0.294,NA
2018,105820,"Galeorhinus galeus","27_2_A_2","NO",0.01,NA
2018,105841,"Lamna nasus","27_2_A_2","NO",3.15,NA
2018,105841,"Lamna nasus","27_4_A","NO",0.13,NA
2018,105841,"Lamna nasus","27_4_B","NO",0.04,NA
2018,105865,"Amblyraja radiata","27_1_B","NO",133.87,NA
2018,105865,"Amblyraja radiata","27_2_A_2","NO",0.77,NA
2018,105865,"Amblyraja radiata","27_2_B_2","NO",0.37,NA
2018,105869,"Dipturus batis","27_2_A_2","NO",1.75,NA
2018,105869,"Dipturus batis","27_4_A","NO",8.62,NA
2018,105883,"Raja clavata","27_2_A_2","NO",0.18,NA
2018,105883,"Raja clavata","27_4_A","NO",4.69,NA
2018,105923,"Squalus acanthias","27_2_A_2","NO",163.92,NA
2018,105923,"Squalus acanthias","27_3_A","NO",19.56,NA
2018,105923,"Squalus acanthias","27_4_A","NO",84.05,NA
2018,105923,"Squalus acanthias","27_4_B","NO",2.99,NA
2018,107254,"Nephrops norvegicus","27_2_A_2","NO",195.56,NA
2018,107254,"Nephrops norvegicus","27_2_B_2","NO",0.01,NA
2018,107254,"Nephrops norvegicus","27_3_A","NO",96.71,NA
2018,107254,"Nephrops norvegicus","27_4_A","NO",102.9,NA
2018,107254,"Nephrops norvegicus","27_4_B","NO",0.38,NA
2018,107649,"Pandalus borealis","27_1_A","NO",10265.9,NA
2018,107649,"Pandalus borealis","27_1_B","NO",11132.5,NA
2018,107649,"Pandalus borealis","27_2_A_2","NO",562.93,NA
2018,107649,"Pandalus borealis","27_2_B_2","NO",1137.65,NA
2018,107649,"Pandalus borealis","27_3_A","NO",3671.87,NA
2018,107649,"Pandalus borealis","27_4_A","NO",1463.07,NA
2018,107649,"Pandalus borealis","27_4_B","NO",0.48,NA
2018,107649,"Pandalus borealis","27_6_A","NO",0.03,NA
2018,107649,"Pandalus borealis","27_6_B_2","NO",0.03,NA
2018,125909,"Ammodytes","27_4_A","NO",42448.5,NA
2018,125909,"Ammodytes","27_4_B","NO",27082.2,NA
2018,126281,"Anguilla anguilla","27_3_A","NO",0.84,NA
2018,126281,"Anguilla anguilla","27_4_A","NO",9.6,NA
2018,126417,"Clupea harengus","27_2_A_1","NO",34849.4,NA
2018,126417,"Clupea harengus","27_2_A_2","NO",296871,NA
2018,126417,"Clupea harengus","27_3_A","NO",3410.92,NA
2018,126417,"Clupea harengus","27_4_A","NO",152410,NA
2018,126417,"Clupea harengus","27_4_B","NO",10495.2,NA
2018,126417,"Clupea harengus","27_6_A","NO",4.21,NA
2018,126421,"Sardina pilchardus","27_4_A","NO",0.01,NA
2018,126421,"Sardina pilchardus","27_4_B","NO",0.46,NA
2018,126425,"Sprattus sprattus","27_2_A_2","NO",689.17,NA
2018,126425,"Sprattus sprattus","27_3_A","NO",314.98,NA
2018,126425,"Sprattus sprattus","27_4_A","NO",310.54,NA
2018,126425,"Sprattus sprattus","27_4_B","NO",9256.97,NA
2018,126425,"Sprattus sprattus","27_4_C","NO",519.03,NA
2018,126426,"Engraulis encrasicolus","27_2_A_2","NO",0.9,NA
2018,126426,"Engraulis encrasicolus","27_4_B","NO",6.47,NA
2018,126436,"Gadus morhua","27_1_A","NO",438.53,NA
2018,126436,"Gadus morhua","27_1_B","NO",81454.2,NA
2018,126436,"Gadus morhua","27_14_B_2","NO",1128.21,NA
2018,126436,"Gadus morhua","27_2_A_2","NO",222699,NA
2018,126436,"Gadus morhua","27_2_B_2","NO",63801,NA
2018,126436,"Gadus morhua","27_3_A","NO",287.78,NA
2018,126436,"Gadus morhua","27_4_A","NO",4310.9,NA
2018,126436,"Gadus morhua","27_4_B","NO",1241.81,NA
2018,126436,"Gadus morhua","27_5_A_2","NO",49.32,NA
2018,126436,"Gadus morhua","27_5_B_1_B","NO",69.37,NA
2018,126436,"Gadus morhua","27_6_A","NO",36.79,NA
2018,126436,"Gadus morhua","27_6_B_2","NO",0.59,NA
2018,126437,"Melanogrammus aeglefinus","27_1_A","NO",0.14,NA
2018,126437,"Melanogrammus aeglefinus","27_1_B","NO",30670,NA
2018,126437,"Melanogrammus aeglefinus","27_14_B_2","NO",0.06,NA
2018,126437,"Melanogrammus aeglefinus","27_2_A_2","NO",44330,NA
2018,126437,"Melanogrammus aeglefinus","27_2_B_2","NO",18858.5,NA
2018,126437,"Melanogrammus aeglefinus","27_3_A","NO",35.98,NA
2018,126437,"Melanogrammus aeglefinus","27_4_A","NO",1333.66,NA
2018,126437,"Melanogrammus aeglefinus","27_4_B","NO",97.82,NA
2018,126437,"Melanogrammus aeglefinus","27_5_A_2","NO",14.26,NA
2018,126437,"Melanogrammus aeglefinus","27_5_B_1_B","NO",21.49,NA
2018,126437,"Melanogrammus aeglefinus","27_5_B_2","NO",1.29,NA
2018,126437,"Melanogrammus aeglefinus","27_6_A","NO",7.31,NA
2018,126437,"Melanogrammus aeglefinus","27_6_B_1","NO",9.9,NA
2018,126437,"Melanogrammus aeglefinus","27_6_B_2","NO",6.56,NA
2018,126438,"Merlangius merlangus","27_1_B","NO",0.18,NA
2018,126438,"Merlangius merlangus","27_2_A_2","NO",13.57,NA
2018,126438,"Merlangius merlangus","27_2_B_2","NO",0.03,NA
2018,126438,"Merlangius merlangus","27_3_A","NO",4.6,NA
2018,126438,"Merlangius merlangus","27_4_A","NO",987.05,NA
2018,126438,"Merlangius merlangus","27_4_B","NO",38.02,NA
2018,126438,"Merlangius merlangus","27_5_B_1_B","NO",0.33,NA
2018,126438,"Merlangius merlangus","27_6_A","NO",0.3,NA
2018,126438,"Merlangius merlangus","27_6_B_2","NO",0.3,NA
2018,126439,"Micromesistius poutassou","27_2_A_1","NO",711.33,NA
2018,126439,"Micromesistius poutassou","27_2_A_2","NO",1394.46,NA
2018,126439,"Micromesistius poutassou","27_3_A","NO",13.7,NA
2018,126439,"Micromesistius poutassou","27_4_A","NO",22749.3,NA
2018,126439,"Micromesistius poutassou","27_4_B","NO",5,NA
2018,126439,"Micromesistius poutassou","27_5_B_1_B","NO",5966.02,NA
2018,126439,"Micromesistius poutassou","27_5_B_2","NO",1395.22,NA
2018,126439,"Micromesistius poutassou","27_6_A","NO",197108,NA
2018,126439,"Micromesistius poutassou","27_6_B_2","NO",98670.6,NA
2018,126439,"Micromesistius poutassou","27_7_C_1","NO",50853.5,NA
2018,126439,"Micromesistius poutassou","27_7_C_2","NO",48493.6,NA
2018,126439,"Micromesistius poutassou","27_7_K_1","NO",10119.9,NA
2018,126439,"Micromesistius poutassou","27_7_K_2","NO",946.2,NA
2018,126440,"Pollachius pollachius","27_1_B","NO",0.13,NA
2018,126440,"Pollachius pollachius","27_2_A_2","NO",1826.88,NA
2018,126440,"Pollachius pollachius","27_2_B_2","NO",0.22,NA
2018,126440,"Pollachius pollachius","27_3_A","NO",105.46,NA
2018,126440,"Pollachius pollachius","27_4_A","NO",715.02,NA
2018,126440,"Pollachius pollachius","27_4_B","NO",24.29,NA
2018,126440,"Pollachius pollachius","27_5_B_1_B","NO",0.42,NA
2018,126440,"Pollachius pollachius","27_6_A","NO",0.16,NA
2018,126441,"Pollachius virens","27_1_B","NO",29849.4,NA
2018,126441,"Pollachius virens","27_14_B_2","NO",0.68,NA
2018,126441,"Pollachius virens","27_2_A_1","NO",2.41,NA
2018,126441,"Pollachius virens","27_2_A_2","NO",126779,NA
2018,126441,"Pollachius virens","27_2_B_2","NO",5829.51,NA
2018,126441,"Pollachius virens","27_3_A","NO",298.04,NA
2018,126441,"Pollachius virens","27_4_A","NO",38427,NA
2018,126441,"Pollachius virens","27_4_B","NO",407.53,NA
2018,126441,"Pollachius virens","27_5_A_2","NO",9.57,NA
2018,126441,"Pollachius virens","27_5_B_1_B","NO",39.79,NA
2018,126441,"Pollachius virens","27_6_A","NO",949.8,NA
2018,126441,"Pollachius virens","27_6_B_2","NO",5.1,NA
2018,126444,"Trisopterus esmarkii","27_3_A","NO",6.22,NA
2018,126444,"Trisopterus esmarkii","27_4_A","NO",25498.2,NA
2018,126447,"Brosme brosme","27_1_B","NO",555.12,NA
2018,126447,"Brosme brosme","27_14_B_2","NO",228.32,NA
2018,126447,"Brosme brosme","27_2_A_2","NO",8650.65,NA
2018,126447,"Brosme brosme","27_2_B_2","NO",426.79,NA
2018,126447,"Brosme brosme","27_3_A","NO",5.2,NA
2018,126447,"Brosme brosme","27_4_A","NO",1340.75,NA
2018,126447,"Brosme brosme","27_4_B","NO",15.36,NA
2018,126447,"Brosme brosme","27_5_A_2","NO",327.23,NA
2018,126447,"Brosme brosme","27_5_B_1_B","NO",849.29,NA
2018,126447,"Brosme brosme","27_5_B_2","NO",20.83,NA
2018,126447,"Brosme brosme","27_6_A","NO",657.86,NA
2018,126447,"Brosme brosme","27_6_B_1","NO",5.17,NA
2018,126447,"Brosme brosme","27_6_B_2","NO",29.49,NA
2018,126459,"Molva dypterygia","27_14_B_2","NO",11.85,NA
2018,126459,"Molva dypterygia","27_2_A_2","NO",124.4,NA
2018,126459,"Molva dypterygia","27_2_B_2","NO",0.3,NA
2018,126459,"Molva dypterygia","27_3_A","NO",0.97,NA
2018,126459,"Molva dypterygia","27_4_A","NO",50.39,NA
2018,126459,"Molva dypterygia","27_5_B_1_B","NO",150.5,NA
2018,126459,"Molva dypterygia","27_5_B_2","NO",0.49,NA
2018,126459,"Molva dypterygia","27_6_A","NO",87.17,NA
2018,126461,"Molva molva","27_1_B","NO",33.77,NA
2018,126461,"Molva molva","27_14_B_2","NO",0.42,NA
2018,126461,"Molva molva","27_2_A_2","NO",11159.5,NA
2018,126461,"Molva molva","27_2_B_2","NO",237.68,NA
2018,126461,"Molva molva","27_3_A","NO",57.44,NA
2018,126461,"Molva molva","27_4_A","NO",6317.79,NA
2018,126461,"Molva molva","27_4_B","NO",61.57,NA
2018,126461,"Molva molva","27_4_C","NO",0.01,NA
2018,126461,"Molva molva","27_5_A_2","NO",198.93,NA
2018,126461,"Molva molva","27_5_B_1_B","NO",792.84,NA
2018,126461,"Molva molva","27_5_B_2","NO",77.52,NA
2018,126461,"Molva molva","27_6_A","NO",2185.25,NA
2018,126461,"Molva molva","27_6_B_1","NO",84.67,NA
2018,126461,"Molva molva","27_6_B_2","NO",322.94,NA
2018,126484,"Merluccius merluccius","27_1_B","NO",0.35,NA
2018,126484,"Merluccius merluccius","27_14_B_2","NO",0.03,NA
2018,126484,"Merluccius merluccius","27_2_A_2","NO",732.49,NA
2018,126484,"Merluccius merluccius","27_2_B_2","NO",0.29,NA
2018,126484,"Merluccius merluccius","27_3_A","NO",44.33,NA
2018,126484,"Merluccius merluccius","27_4_A","NO",3140.17,NA
2018,126484,"Merluccius merluccius","27_4_B","NO",37.73,NA
2018,126484,"Merluccius merluccius","27_4_C","NO",0.01,NA
2018,126484,"Merluccius merluccius","27_5_B_1_B","NO",0.48,NA
2018,126484,"Merluccius merluccius","27_6_A","NO",2.5,NA
2018,126501,"Phycis blennoides","27_1_B","NO",0.61,NA
2018,126501,"Phycis blennoides","27_2_A_2","NO",56.58,NA
2018,126501,"Phycis blennoides","27_2_B_2","NO",2.92,NA
2018,126501,"Phycis blennoides","27_3_A","NO",0.99,NA
2018,126501,"Phycis blennoides","27_4_A","NO",148.84,NA
2018,126501,"Phycis blennoides","27_5_B_1_B","NO",5.23,NA
2018,126501,"Phycis blennoides","27_5_B_2","NO",1.57,NA
2018,126501,"Phycis blennoides","27_6_A","NO",201.6,NA
2018,126501,"Phycis blennoides","27_6_B_1","NO",0.27,NA
2018,126501,"Phycis blennoides","27_6_B_2","NO",0.97,NA
2018,126555,"Lophius piscatorius","27_1_B","NO",3.34,NA
2018,126555,"Lophius piscatorius","27_14_B_2","NO",0.25,NA
2018,126555,"Lophius piscatorius","27_2_A_2","NO",1880.56,NA
2018,126555,"Lophius piscatorius","27_2_B_2","NO",0.18,NA
2018,126555,"Lophius piscatorius","27_3_A","NO",203.9,NA
2018,126555,"Lophius piscatorius","27_4_A","NO",1230.29,NA
2018,126555,"Lophius piscatorius","27_4_B","NO",36.15,NA
2018,126555,"Lophius piscatorius","27_4_C","NO",0.57,NA
2018,126555,"Lophius piscatorius","27_5_B_1_B","NO",9.23,NA
2018,126555,"Lophius piscatorius","27_5_B_2","NO",1.15,NA
2018,126555,"Lophius piscatorius","27_6_A","NO",2.09,NA
2018,126555,"Lophius piscatorius","27_6_B_1","NO",0.77,NA
2018,126555,"Lophius piscatorius","27_6_B_2","NO",0.65,NA
2018,126715,"Argentina silus","27_4_A","NO",1,NA
2018,126735,"Mallotus villosus","27_1_B","NO",1812.5,NA
2018,126735,"Mallotus villosus","27_2_A_2","NO",123139,NA
2018,126735,"Mallotus villosus","27_5_A_2","NO",72587.6,NA
2018,126822,"Trachurus trachurus","27_2_A_2","NO",718.36,NA
2018,126822,"Trachurus trachurus","27_3_A","NO",71.84,NA
2018,126822,"Trachurus trachurus","27_4_A","NO",9947.73,NA
2018,126822,"Trachurus trachurus","27_4_B","NO",5.02,NA
2018,126975,"Dicentrarchus labrax","27_3_A","NO",0.01,NA
2018,126975,"Dicentrarchus labrax","27_4_A","NO",0.02,NA
2018,127023,"Scomber scombrus","27_2_A_1","NO",2843,NA
2018,127023,"Scomber scombrus","27_2_A_2","NO",44010.4,NA
2018,127023,"Scomber scombrus","27_3_A","NO",99.19,NA
2018,127023,"Scomber scombrus","27_4_A","NO",135570,NA
2018,127023,"Scomber scombrus","27_4_B","NO",45.89,NA
2018,127023,"Scomber scombrus","27_5_B_1_B","NO",0.32,NA
2018,127023,"Scomber scombrus","27_6_A","NO",4638.19,NA
2018,127136,"Glyptocephalus cynoglossus","27_1_B","NO",0.01,NA
2018,127136,"Glyptocephalus cynoglossus","27_2_A_2","NO",0.63,NA
2018,127136,"Glyptocephalus cynoglossus","27_3_A","NO",20.01,NA
2018,127136,"Glyptocephalus cynoglossus","27_4_A","NO",218.13,NA
2018,127136,"Glyptocephalus cynoglossus","27_4_B","NO",37.27,NA
2018,127136,"Glyptocephalus cynoglossus","27_5_B_1_B","NO",0.43,NA
2018,127139,"Limanda limanda","27_1_B","NO",1.12,NA
2018,127139,"Limanda limanda","27_2_A_2","NO",1.14,NA
2018,127139,"Limanda limanda","27_2_B_2","NO",1.88,NA
2018,127139,"Limanda limanda","27_3_A","NO",1.94,NA
2018,127139,"Limanda limanda","27_4_A","NO",21.09,NA
2018,127139,"Limanda limanda","27_4_B","NO",0.41,NA
2018,127139,"Limanda limanda","27_5_B_1_B","NO",0.01,NA
2018,127140,"Microstomus kitt","27_1_B","NO",22.09,NA
2018,127140,"Microstomus kitt","27_2_A_2","NO",9.21,NA
2018,127140,"Microstomus kitt","27_2_B_2","NO",0.02,NA
2018,127140,"Microstomus kitt","27_3_A","NO",2.26,NA
2018,127140,"Microstomus kitt","27_4_A","NO",13.11,NA
2018,127140,"Microstomus kitt","27_4_B","NO",1.07,NA
2018,127140,"Microstomus kitt","27_5_B_1_B","NO",0.06,NA
2018,127141,"Platichthys flesus","27_1_B","NO",0.44,NA
2018,127141,"Platichthys flesus","27_2_A_2","NO",1.21,NA
2018,127141,"Platichthys flesus","27_2_B_2","NO",0.04,NA
2018,127141,"Platichthys flesus","27_3_A","NO",0.32,NA
2018,127141,"Platichthys flesus","27_4_A","NO",0.67,NA
2018,127143,"Pleuronectes platessa","27_1_B","NO",124.65,NA
2018,127143,"Pleuronectes platessa","27_2_A_2","NO",498.48,NA
2018,127143,"Pleuronectes platessa","27_2_B_2","NO",2.88,NA
2018,127143,"Pleuronectes platessa","27_3_A","NO",23.19,NA
2018,127143,"Pleuronectes platessa","27_4_A","NO",61.19,NA
2018,127143,"Pleuronectes platessa","27_4_B","NO",7.5,NA
2018,127143,"Pleuronectes platessa","27_5_B_1_B","NO",0.13,NA
2018,127144,"Reinhardtius hippoglossoides","27_1_A","NO",54.43,NA
2018,127144,"Reinhardtius hippoglossoides","27_1_B","NO",953.87,NA
2018,127144,"Reinhardtius hippoglossoides","27_14_B_2","NO",931.46,NA
2018,127144,"Reinhardtius hippoglossoides","27_2_A_2","NO",11255.3,NA
2018,127144,"Reinhardtius hippoglossoides","27_2_B_2","NO",2609.33,NA
2018,127144,"Reinhardtius hippoglossoides","27_4_A","NO",472.16,NA
2018,127144,"Reinhardtius hippoglossoides","27_5_B_1_B","NO",5.47,NA
2018,127144,"Reinhardtius hippoglossoides","27_6_A","NO",0.07,NA
2018,127146,"Lepidorhombus whiffiagonis","27_4_A","NO",34.19,NA
2018,127146,"Lepidorhombus whiffiagonis","27_4_B","NO",0.91,NA
2018,127146,"Lepidorhombus whiffiagonis","27_5_B_1_B","NO",0.39,NA
2018,127150,"Scophthalmus rhombus","27_2_A_2","NO",0.08,NA
2018,127150,"Scophthalmus rhombus","27_3_A","NO",8.63,NA
2018,127150,"Scophthalmus rhombus","27_4_A","NO",1.25,NA
2018,127150,"Scophthalmus rhombus","27_4_B","NO",0.42,NA
2018,127150,"Scophthalmus rhombus","27_5_B_1_B","NO",0,NA
2018,127149,"Scophthalmus maximus","27_1_B","NO",0.01,NA
2018,127149,"Scophthalmus maximus","27_2_A_2","NO",5.39,NA
2018,127149,"Scophthalmus maximus","27_3_A","NO",8.14,NA
2018,127149,"Scophthalmus maximus","27_4_A","NO",14.38,NA
2018,127149,"Scophthalmus maximus","27_4_B","NO",0.9,NA
2018,127160,"Solea solea","27_2_A_2","NO",0.01,NA
2018,127160,"Solea solea","27_3_A","NO",2.47,NA
2018,127160,"Solea solea","27_4_A","NO",0.04,NA
2018,127160,"Solea solea","27_4_B","NO",2.76,NA
2018,127186,"Salmo salar","27_1_B","NO",3.92,NA
2018,127186,"Salmo salar","27_2_A_2","NO",0.52,NA
2018,127186,"Salmo salar","27_3_A","NO",3.22,NA
2018,127186,"Salmo salar","27_4_A","NO",12.32,NA
2018,127187,"Salmo trutta","27_3_A","NO",0.09,NA
2018,127187,"Salmo trutta","27_4_A","NO",0.07,NA
2018,127254,"Sebastes mentella","27_1_A","NO",0.02,NA
2018,127254,"Sebastes mentella","27_1_B","NO",944.09,NA
2018,127254,"Sebastes mentella","27_14_B_1","NO",1064.11,NA
2018,127254,"Sebastes mentella","27_14_B_2","NO",506.78,NA
2018,127254,"Sebastes mentella","27_2_A_2","NO",13109.9,NA
2018,127254,"Sebastes mentella","27_2_B_2","NO",392.31,NA
2018,127254,"Sebastes mentella","27_4_A","NO",45.78,NA
2018,127419,"Capros aper","27_4_A","NO",0.22,NA
2018,150637,"Eutrigla gurnardus","27_2_A_2","NO",2.27,NA
2018,150637,"Eutrigla gurnardus","27_3_A","NO",0.01,NA
2018,150637,"Eutrigla gurnardus","27_4_A","NO",91.38,NA
2018,150637,"Eutrigla gurnardus","27_4_B","NO",57.25,NA
2018,158960,"Coryphaenoides rupestris","27_14_B_2","NO",0.82,NA
2018,158960,"Coryphaenoides rupestris","27_2_A_2","NO",20.57,NA
2018,158960,"Coryphaenoides rupestris","27_2_B_2","NO",0.51,NA
2018,158960,"Coryphaenoides rupestris","27_3_A","NO",0.06,NA
2018,158960,"Coryphaenoides rupestris","27_4_A","NO",0.21,NA
2018,105812,"Galeus melastomus","27_2_A_2","NO",0.59,NA
2018,105812,"Galeus melastomus","27_4_A","NO",3.76,NA
2018,105812,"Galeus melastomus","27_4_B","NO",0.1,NA
2018,126472,"Macrourus berglax","27_14_B_2","NO",96.64,NA
2018,126472,"Macrourus berglax","27_2_A_2","NO",85.6,NA
2018,126472,"Macrourus berglax","27_2_B_2","NO",3,NA
2018,126472,"Macrourus berglax","27_4_A","NO",0.04,NA
2018,126472,"Macrourus berglax","27_5_A_2","NO",0.11,NA
2018,126472,"Macrourus berglax","27_5_B_1_B","NO",4,NA
2018,126175,"Sebastes","27_2_A_2","NO",0,NA
2018,151324,"Sebastes norvegicus","27_1_B","NO",1052.35,NA
2018,151324,"Sebastes norvegicus","27_14_B_2","NO",114.21,NA
2018,151324,"Sebastes norvegicus","27_2_A_1","NO",0.1,NA
2018,151324,"Sebastes norvegicus","27_2_A_2","NO",3515.43,NA
2018,151324,"Sebastes norvegicus","27_2_B_2","NO",609.05,NA
2018,151324,"Sebastes norvegicus","27_3_A","NO",0.6,NA
2018,151324,"Sebastes norvegicus","27_4_A","NO",24.98,NA
2018,151324,"Sebastes norvegicus","27_5_A_2","NO",31.39,NA
2018,151324,"Sebastes norvegicus","27_5_B_1_B","NO",11.13,NA
2018,151324,"Sebastes norvegicus","27_6_A","NO",2.34,NA
2018,105896,"Rostroraja alba","27_2_A_2","NO",0.16,NA
2018,105896,"Rostroraja alba","27_5_B_1_B","NO",34.34,NA
2018,105896,"Rostroraja alba","27_5_B_2","NO",0.24,NA
2018,105896,"Rostroraja alba","27_6_B_1","NO",19.99,NA
2018,107649,"Pandalus borealis","27_1_A","LT",3593.3,NA
2018,107649,"Pandalus borealis","27_1_B","LT",13.526,NA
2018,107649,"Pandalus borealis","27_2_B_2","LT",116.948,NA
2018,126281,"Anguilla anguilla","27_3_D_26","LT",0.012,NA
2018,126417,"Clupea harengus","27_3_D_25","LT",1066.69,NA
2018,126417,"Clupea harengus","27_3_D_26","LT",3461.9,NA
2018,126417,"Clupea harengus","27_3_D_28_2","LT",1979.97,NA
2018,126417,"Clupea harengus","27_3_D_29","LT",164.488,NA
2018,126425,"Sprattus sprattus","27_3_D_25","LT",3410.04,NA
2018,126425,"Sprattus sprattus","27_3_D_26","LT",8207.77,NA
2018,126425,"Sprattus sprattus","27_3_D_28_2","LT",4356.2,NA
2018,126425,"Sprattus sprattus","27_3_D_29","LT",525,NA
2018,126436,"Gadus morhua","27_1_A","LT",260.231,NA
2018,126436,"Gadus morhua","27_2_A_2","LT",2.72,NA
2018,126436,"Gadus morhua","27_2_B_2","LT",4.415,NA
2018,126436,"Gadus morhua","27_3_D_25","LT",117.12,6.3
2018,126436,"Gadus morhua","27_3_D_26","LT",642.466,7.255
2018,126436,"Gadus morhua","27_3_D_28_2","LT",0.2,0.01
2018,126441,"Pollachius virens","27_2_A_2","LT",0.205,NA
2018,127141,"Platichthys flesus","27_3_D_25","LT",119.473,NA
2018,127141,"Platichthys flesus","27_3_D_26","LT",245.584,NA
2018,127144,"Reinhardtius hippoglossoides","27_1_A","LT",169.48,NA
2018,127144,"Reinhardtius hippoglossoides","27_2_A_2","LT",1.434,NA
2018,127144,"Reinhardtius hippoglossoides","27_2_B_2","LT",5.708,NA
2018,127149,"Scophthalmus maximus","27_3_D_26","LT",11.111,NA
2018,127186,"Salmo salar","27_3_D_25","LT",0.006,NA
2018,127186,"Salmo salar","27_3_D_26","LT",1.886,NA
2018,127187,"Salmo trutta","27_3_D_26","LT",0.066,NA
2018,127254,"Sebastes mentella","27_14_B_1","LT",899.977,NA
2018,127254,"Sebastes mentella","27_2_A_1","LT",1010.33,NA
2018,126175,"Sebastes","27_2_A_2","LT",28.753,NA
2018,126175,"Sebastes","27_2_B_2","LT",143.77,NA
2018,105711,"Rajidae","27_3_D_24","DK",0.00153,NA
2018,105711,"Rajidae","27_4_A","DK",32.5322,NA
2018,105711,"Rajidae","27_4_B","DK",12.7707,NA
2018,105711,"Rajidae","27_4_C","DK",0.2712,NA
2018,105711,"Rajidae","27_3_A_20","DK",122.059,NA
2018,105711,"Rajidae","27_3_A_21","DK",1.56468,NA
2018,105814,"Scyliorhinus canicula","27_3_A_21","DK",0.0324,NA
2018,105820,"Galeorhinus galeus","27_4_A","DK",1.34737,NA
2018,105820,"Galeorhinus galeus","27_4_B","DK",0.24213,NA
2018,105820,"Galeorhinus galeus","27_3_A_20","DK",0.24,NA
2018,105865,"Amblyraja radiata","27_4_A","DK",0,0.03
2018,105865,"Amblyraja radiata","27_4_B","DK",1.0075,0.073
2018,105869,"Dipturus batis","27_4_A","DK",6.98213,NA
2018,105869,"Dipturus batis","27_4_B","DK",0.58367,NA
2018,105869,"Dipturus batis","27_4_C","DK",0.0074,NA
2018,105869,"Dipturus batis","27_3_A_20","DK",17.3586,NA
2018,105869,"Dipturus batis","27_3_A_21","DK",0.39201,NA
2018,105876,"Leucoraja naevus","27_4_A","DK",0.295,NA
2018,105876,"Leucoraja naevus","27_4_B","DK",0.01243,NA
2018,105876,"Leucoraja naevus","27_3_A_20","DK",14.1011,NA
2018,105876,"Leucoraja naevus","27_3_A_21","DK",0.22009,NA
2018,105883,"Raja clavata","27_4_B","DK",1.29112,NA
2018,105883,"Raja clavata","27_4_C","DK",0.19549,NA
2018,105883,"Raja clavata","27_3_A_20","DK",0.02872,NA
2018,105883,"Raja clavata","27_3_A_21","DK",0.23421,NA
2018,105923,"Squalus acanthias","27_3_C_22","DK",0.0054,NA
2018,105923,"Squalus acanthias","27_4_A","DK",6.55307,NA
2018,105923,"Squalus acanthias","27_4_B","DK",5.40535,NA
2018,105923,"Squalus acanthias","27_3_A_20","DK",7.49536,NA
2018,105923,"Squalus acanthias","27_3_A_21","DK",0.01485,NA
2018,107254,"Nephrops norvegicus","27_3_B_23","DK",0.458,NA
2018,107254,"Nephrops norvegicus","27_3_C_22","DK",0.023,NA
2018,107254,"Nephrops norvegicus","27_3_D_24","DK",0.20016,NA
2018,107254,"Nephrops norvegicus","27_4_A","DK",25.753,NA
