"English_name","Scientific_name","X3A_CODE"
"Abyssal grenadier","Coryphaenoides armatus","CKH"
"Trident grenadier","Coryphaenoides delsolari","CDR"
"Popeye grenadier","Coryphaenoides cinereus","CKJ"
"Largenose grenadier","Coryphaenoides nasutus","MHN"
"Carmine grenadier","Coryphaenoides carminifer","CKF"
"Longfin grenadier","Coryphaenoides longifilis","CLY"
NA,"Coryphaenoides thelestomus","MRT"
"Mexican grenadier","Coryphaenoides mexicanus","CPX"
"Serrulate whiptail","Coryphaenoides serrulatus","MCR"
"Thickbeard grenadier","Coryphaenoides zaniophorus","MRZ"
NA,"Coryphaenoides ferrieri","CZF"
NA,"Coryphaenoides lecointei","CZL"
"Roundnose grenadier","Coryphaenoides rupestris","RNG"
"Longrayed whiptail","Coryphaenoides subserrulatus","MCS"
"Grenadiers, whiptails nei","Coryphaenoides spp","CVY"
"Dogtooth grenadier","Cynomacrurus piriei","MNI"
"Doublethread grenadier","Gadomus arcuatus","GAC"
"Naked snout rattail","Haplomacrourus nudirostris","HLN"
"Glasshead grenadier","Hymenocephalus italicus","HYS"
"Pineapple rattail","Idiolophorhynchus andriashevi","IDA"
NA,"Kumba calvifrons","KUC"
"Bulbous rattail","Kuronezumia bubonis","KUB"
"Snubnose whiptail","Kuronezumia leonis","KSR"
"Thorntooth grenadier","Lepidorhynchus denticulatus","LDE"
NA,"Macrouroides inflaticeps","MRI"
"Grenadiers nei","Macrourus spp","GRV"
"Bigeye grenadier","Macrourus holotrachys","MCH"
"Roughhead grenadier","Macrourus berglax","RHG"
"Whitson's grenadier","Macrourus whitsoni","WGR"
"Ridge scaled rattail","Macrourus carinatus","MCC"
"Caml grenadier","Macrourus caml","QMC"
"Softhead grenadier","Malacocephalus laevis","MLL"
"Western softhead grenadier","Malacocephalus occidentalis","MLO"
NA,"Malacocephalus spp","QKX"
"Slendertail grenadier","Mataeocephalus tenuicauda","MLT"
"Sturgeon grenadier","Mataeocephalus acipenserinus","MLE"
"Bathypelagic rattail","Mesobius antipodum","MSN"
"Broadsnout grenadier","Nezumia latirostrata","NZL"
"Peruvian grenadier","Nezumia convergens","NZO"
"Twelve-rayed grenadier","Nezumia duodecim","NZD"
"Smalltooth grenadier","Nezumia micronychodon","NZM"
"Roughtip grenadier","Nezumia sclerorhynchus","NZS"
"Parrot grenadier","Nezumia loricata","NZR"
"Smooth grenadier","Nezumia liolepis","NZI"
"Short-tail grenadier","Nezumia proxima","NZP"
"Spectacled grenadier","Nezumia orbitalis","NZT"
NA,"Nezumia condylura","NZC"
"California grenadier","Nezumia stelgidolepis","NZE"
"Common Atlantic grenadier","Nezumia aequalis","NZA"
"Marlin-spike grenadier","Nezumia bairdi","NZB"
NA,"Nezumia spp","QMX"
"Roundhead grenadier","Odontomacrurus murrayi","ODU"
NA,"Pseudonezumia cetonuropsis","PDK"
NA,"Sphagemacrurus grenadae","SGG"
NA,"Squalogadus modificatus","SUQ"
"Bristly grenadier","Trachonurus sulcatus","TNS"
"Armourhead grenadier","Trachyrincus helolepis","TYH"
"Roughsnout grenadier","Trachyrincus scabrus","TSU"
"Arrowtooth grenadier","Ventrifossa atherodon","VEA"
"Longbeard grenadier","Ventrifossa macropogon","VEM"
"Spinaker grenadier","Ventrifossa nigrodorsalis","VEI"
"Peterson's grenadier","Ventrifossa petersoni","VES"
"Sagami grenadier","Ventrifossa garmani","VEG"
"Plainfin grenadier","Ventrifossa divergens","VED"
"Hawaiian grenadier","Ventrifossa ctenomelas","VEE"
"Conesnout grenadier","Ventrifossa nasuta","VFT"
"Pelagic cod","Melanonus gracilis","MLG"
"Arrowtail","Melanonus zugmayeri","MZY"
"Merluccid hakes nei","Merlucciidae","HKZ"
NA,"Lyconodes argenteus","LYG"
NA,"Lyconus brachycolus","LYB"
NA,"Lyconus pinnatus","KXP"
"Cape grenadier","Macruronus capensis","MRC"
"Patagonian grenadier","Macruronus magellanicus","GRM"
"Blue grenadier","Macruronus novaezelandiae","GRN"
"Cape hakes","Merluccius capensis, M.paradoxus","HKC"
"Offshore silver hake","Merluccius albidus","HOF"
"Argentine hake","Merluccius hubbsi","HKP"
"Senegalese hake","Merluccius senegalensis","HKM"
"North Pacific hake","Merluccius productus","NHA"
"Benguela hake","Merluccius polli","HKB"
"European hake","Merluccius merluccius","HKE"
"Deep-water Cape hake","Merluccius paradoxus","HKO"
"South Pacific hake","Merluccius gayi","PHA"
"Shallow-water Cape hake","Merluccius capensis","HKK"
"Hakes nei","Merluccius spp","HKX"
"Southern hake","Merluccius australis","HKN"
"Panama hake","Merluccius angustimanus","MRG"
"Silver hake","Merluccius bilinearis","HKS"
"Patagonian hake","Merluccius patagonicus","HVP"
"Luminous hake","Steindachneria argentea","SIG"
"Moras nei","Moridae","MOR"
"Blue antimora","Antimora rostrata","ANT"
"Ahuru","Auchenoceros punctatus","AEU"
"Dwarf codling","Austrophycis marginata","AIM"
"Tasmanian codling","Eeyorius hutchinsi","EEH"
"Gadella","Gadella maraldi","GDL"
"Beardless codling","Gadella imberbis","GDI"
"Slender codling","Halargyreus johnsonii","MHJ"
"Guinean codling","Laemonema laureysi","LML"
"Codling","Laemonema yarrelli","KZT"
"Longfin codling","Laemonema longipes","LMG"
"Patagonian codling","Lepidion ensiferus","LPE"
"Small-headed cod","Lepidion microcephalus","LMF"
"Mediterranean codling","Lepidion lepidion","LPJ"
"North Atlantic codling","Lepidion eques","LPS"
NA,"Lepidion guentheri","LPH"
"Lepidion codlings nei","Lepidion spp","LEV"
"Beardie","Lotella phycis","LTP"
"Bighead mora","Microlepidium verecundum","MLV"
"Tadpole cod","Momonatira globosus","MMG"
"Common mora","Mora moro","RIB"
"Black codling","Physiculus dalwigki","PSW"
"Japanese codling","Physiculus japonica","PSJ"
"Brown codling","Physiculus huloti","JPA"
"Metallic codling","Physiculus fulvus","JPS"
NA,"Physiculus spp","PQO"
NA,"Physiculus natalensis","JKO"
"Northern bastard codling","Pseudophycis breviuscula","PBV"
"Southern bastard codling","Pseudophycis barbata","PBR"
"Red codling","Pseudophycis bachus","NEC"
NA,"Rhynchogadus hepaticus","RYT"
"Tadpole codling","Salilota australis","SAO"
NA,"Svetovidovia lucullus","SVL"
"Grenadier cod","Tripterophycis gilchristi","TPG"
NA,"Muraenolepis andriashevi","QMZ"
"Patagonian moray cod","Muraenolepis orangiensis","MWO"
"Smallhead moray cod","Muraenolepis microcephalus","MWS"
"Marbled moray cod","Muraenolepis marmoratus","MVC"
"Smalleye moray cod","Muraenolepis microps","MOY"
"Moray cods nei","Muraenolepis spp","MRL"
"Percoids nei","Percoidei","PRC"
"Surgeonfishes nei","Acanthuridae","SUR"
"Convict surgeonfish","Acanthurus triostegus","AQT"
"Blue tang surgeonfish","Acanthurus coeruleus","AQO"
"Doctorfish","Acanthurus chirurgus","AQH"
"Brown surgeonfish","Acanthurus nigrofuscus","AQN"
"Orangespot surgeonfish","Acanthurus olivaceus","AQV"
"Black-spot surgeonfish","Acanthurus bariene","AQR"
"Ocean surgeon","Acanthurus bahianus","AQB"
"Lined surgeonfish","Acanthurus lineatus","AQI"
"Black surgeonfish","Acanthurus gahhm","AQQ"
NA,"Acanthurus spp","AXQ"
"Monrovia doctorfish","Acanthurus monroviae","MDO"
"Ringtail surgeonfish","Acanthurus blochii","DGV"
"Sohal surgeonfish","Acanthurus sohal","AVQ"
"Elongate surgeonfish","Acanthurus mata","DGW"
"Powderblue surgeonfish","Acanthurus leucosternon","DMB"
"Twospot surgeonfish","Ctenochaetus binotatus","TKB"
"Striated surgeonfish","Ctenochaetus striatus","TCV"
"Orangespine unicornfish","Naso lituratus","NAI"
"Spotted unicornfish","Naso brevirostris","NAB"
"Bluespine unicornfish","Naso unicornis","NAS"
"Palette surgeonfish","Paracanthurus hepatus","NUH"
"Biafra doctorfish","Prionurus biafraensis","NUF"
"Sailfin tang","Zebrasoma veliferum","ZEV"
"Twotone tang","Zebrasoma scopas","ZEA"
"Yellow tang","Zebrasoma flavescens","ZEF"
"Yellowtail tang","Zebrasoma xanthurum","ZLV"
"Spotted tang","Zebrasoma gemmatum","ZML"
NA,"Agonomalus jordani","AJD"
"Northern spearnose poacher","Agonopsis vulsa","AVU"
"Hooknose","Agonus cataphractus","AFT"
"Smooth alligatorfish","Anoplagonus inermis","AVO"
"Aleutian alligatorfish","Aspidophoroides bartoni","AFO"
"Gray starsnout","Bathyagonus alascanus","BGS"
"Rockhead","Bothragonus swanii","BGI"
"Fourhorn poacher","Hypsagonus quadricornis","HQD"
"Atlantic poacher","Leptagonus decagonus","LGD"
NA,"Occella kasawai","OCK"
"Pygmy poacher","Odontopyxis trispinosa","OXT"
"Tubenose poacher","Pallasina barbata","PBS"
NA,"Percis japonicus","PJO"
NA,"Podothecus thompsoni","PQH"
"Sawback poacher","Sarritor frenatus","SRF"
"Pricklebreast poacher","Stellerina xyosterna","SXO"
NA,"Tilesina gibbosa","TSG"
"Arctic alligatorfish","Ulcina olrikii","UCK"
"Blacktip poacher","Xeneretmus latifrons","KTL"
"Bonefishes nei","Albulidae","ALU"
NA,"Albula argentea","DGY"
"Roundjaw bonefish","Albula glossodonta","BGV"
"Bonefish","Albula vulpes","BOF"
"Longfin bonefish","Pterothrissus belloci","BNF"
"Lancetfishes nei","Alepisaurus spp","ALI"
"Short snouted lancetfish","Alepisaurus brevirostris","ALO"
"Long snouted lancetfish","Alepisaurus ferox","ALX"
"Glassfishes","Ambassidae","AIB"
"Longspine glassy","Ambassis productus","MBR"
NA,"Ambassis commersoni","MSE"
"Bald glassy","Ambassis gymnocephalus","MBG"
NA,"Ambassis jacksoniensis","MBJ"
"Slender glassy","Ambassis natalensis","MBN"
"Elongate glass-perchlet","Chanda nama","HNN"
"Pennyfish","Denariusa bandata","DEB"
NA,"Gymnochanda filamentosa","GCF"
NA,"Paradoxodacna piratica","DXP"
"High-finned glass perchlet","Parambassis altipinnis","BSY"
"Four-spined glass perchlet","Tetracentrum apogonoides","TMJ"
"Sandlances nei","Ammodytidae","XOX"
"Gill's sand lance","Ammodytes gilli","BKG"
"Lesser sand-eel","Ammodytes marinus","QLH"
"American sand lance","Ammodytes americanus","AVM"
"Pacific sandlance","Ammodytes personatus","PAS"
"Sandeels(=Sandlances) nei","Ammodytes spp","SAN"
"Small sandeel","Ammodytes tobianus","ABZ"
"Scaly sandlance","Ammodytoides renniei","YTE"
"Gymnammodytes sandeels nei","Gymnammodytes spp","ZGX"
"Cape sandlance","Gymnammodytes capensis","GMP"
"Smooth sandeel","Gymnammodytes semisquamatus","ZGS"
"Mediterranean sand eel","Gymnammodytes cicerelus","ZGC"
"Greater sand-eel","Hyperoplus immaculatus","YEI"
"Great sandeel","Hyperoplus lanceolatus","YEZ"
"Southern ocean daggertooth","Anotopterus vorax","AVT"
"Daggertooth","Anotopterus pharao","ANP"
"Frogfishes nei","Antennariidae","XPX"
"Glauert's anglerfish","Allenichthys glauerti","ALG"
"Spotfin frogfish","Antennarius nummifer","AFN"
"Tailjet frogfish","Antennarius analis","AAE"
NA,"Antennarius pardalis","AVW"
"Indian frogfish","Antennarius indicus","AZZ"
"Shaggy angler","Antennarius hispidus","IOV"
"Striated frogfish","Antennarius striatus","AWL"
NA,"Antennatus flagellatus","AFL"
"Prickly anglerfish","Echinophryne crassispina","ECC"
NA,"Histiophryne bougainvilli","HIO"
"Sargassumfish","Histrio histrio","HIH"
"Rough anglerfish","Kuiterichthys furcipilis","KUF"
"Marble-mouthed frogfish","Lophiocharon lithinostomus","LHL"
"Deep-water frogfish","Nudiantennarius subteres","NUS"
"Smooth anglerfish","Phyllophryne scortea","PFE"
"Tasselled anglerfish","Rhycherus filamentosus","RYI"
"Butler's frogfish","Tathicarpus butleri","TCB"
"Short-armed waspfish","Apistops caloundra","AIU"
"Ocellated waspfish","Apistus carinatus","AIA"
NA,"Cheroscorpaena tridactyla","CTW"
NA,"Acanthosphex leurynnis","AXL"
NA,"Adventor elongatus","AVE"
NA,"Aploactis aspera","AAZ"
NA,"Cocotropus masudai","CVM"
NA,"Erisphex philippinus","EXP"
NA,"Kanekonia florida","KKF"
NA,"Karumba ornatissimus","KRO"
"Threefin velvetfish","Neoaploactis tridorsalis","NPT"
NA,"Paraploactis kagoshimensis","PKG"
"Crested scorpionfish","Ptarmus jubatus","PJU"
"Notchheaded marblefish","Aplodactylus etheridgii","LDJ"
NA,"Aplodactylus punctatus","FPJ"
"Cardinalfishes, etc. nei","Apogonidae","APO"
"Broadbanded cardinalfish","Apogon fasciatus","OGF"
"Half-lined cardinal","Apogon semilineatus","OGS"
NA,"Apogon fraenatus","QCH"
"Cardinal fish","Apogon imberbis","OGT"
"Blackfoot cardinal","Apogon nigripes","QUU"
"Flagfin cardinalfish","Apogon truncatus","QCM"
NA,"Apogon gularis","QCI"
NA,"Apogon fleurieu","QCG"
NA,"Apogon cyanosoma","QCF"
"Cook's cardinalfish","Apogon cookii","QCD"
"Ruby cardinalfish","Apogon coccineus","QCC"
"Ring-tailed cardinalfish","Apogon aureus","QBZ"
NA,"Apogon spp","QLX"
"Twobelt cardinal","Apogonichthyoides taeniatus","QCP"
"Bullseye","Apogonichthyoides nigripinnis","QCN"
"Doublebar cardinalfish","Apogonichthyoides pseudotaeniatus","QCO"
"Perdix cardinalfish","Apogonichthys perdix","OGX"
"Blackbelted cardinalfish","Archamia zosterophora","RMZ"
"Orangelined cardinalfish","Archamia fucata","QLY"
"Bronze cardinalfish","Astrapogon alutus","TOU"
NA,"Cheilodipterus alleni","HDA"
"Large toothed cardinalfish","Cheilodipterus macrodon","HWY"
"Twospot cardinalfish","Cheilodipterus novemstriatus","HWZ"
"Persian cardinalfish","Cheilodipterus persicus","HZB"
"Tiger cardinal","Cheilodipterus arabicus","HWW"
NA,"Coranthus polyacanthus","OHY"
"Weed cardinalfish","Foa brachygramma","FOB"
"Crosseyed cardinalfish","Fowleria aurita","FWU"
"Variegated cardinalfish","Fowleria variegata","FWC"
"Mottled cardinalfish","Fowleria vaiulae","FWB"
"Gjellerup's mouth almighty","Glossamia gjellerupi","GSG"
"Crystal cardinal","Gymnapogon africanus","GNF"
"Titan cardinalfish","Holapogon maximus","HGX"
"Spotfin cardinal","Jaydia queketti","QCR"
NA,"Lachneratus phasmaticus","LHF"
NA,"Mionorus bombonensis","MNS"
"Eightspine cardinalfish","Neamia octospina","NMT"
"Freckled cardinalfish","Phaeoptyx conklini","FXC"
"Iridescent cardinalfish","Pristiapogon kallopterus","QUV"
"Paddlefish cardinalfish","Pseudamia zonata","UDZ"
"Tarr's cardinalfish","Pseudamia tarri","UAM"
"Graceful-tailed cardinalfish","Pseudamiops gracilicauda","UDG"
NA,"Pterapogon kauderni","TGK"
"Luminous cardinalfish","Rhabdamia gracilis","RBG"
"Swallowtail cardinalfish","Rhabdamia cypselurus","QGS"
"Sea urchin cardinalfish","Siphamia versicolor","FMV"
"Pajama cardinalfish","Sphaeramia nematoptera","FMN"
NA,"Vincentia chrysura","VIC"
"Sea catfishes nei","Ariidae","CAX"
"Softhead sea catfish","Amphiarius rugispinis","AWR"
NA,"Ancharius brevibarbis","AHV"
"Mayan sea catfish","Ariopsis assimilis","OSA"
"New Granada sea catfish","Ariopsis bonillai","BVN"
"Blue sea catfish","Ariopsis guatemalensis","VGT"
"Tete sea catfish","Ariopsis seemanni","VAS"
"Rough-head sea catfish","Arius latiscutatus","AUR"
"Engraved catfish","Arius caelatus","AUC"
"Blackfin sea catfish","Arius jella","AUJ"
"Hardhead sea catfish","Arius felis","AUF"
"Giant sea catfish","Arius gigas","AUG"
"Blacktip sea catfish","Arius dussumieri","AUD"
"Flatmouth sea catfish","Arius platystomus","AUY"
NA,"Arius manillensis","AUQ"
"Salmon catfish","Arius leptaspis","AUA"
"Veined catfish","Arius venosus","AUV"
"Sona sea catfish","Arius sona","AUW"
"Threadfin sea catfish","Arius arius","AUI"
"Sagor catfish","Arius sagor","ASG"
"Giant seacatfish","Arius nasutus","AUN"
"Guinean sea catfish","Arius parkii","AWJ"
"Kukwari sea catfish","Arius phrygiatus","AWY"
"Madagascar sea catfish","Arius madagascariensis","IQH"
"Spotted catfish","Arius maculatus","CAO"
"Smoothmouth sea catfish","Arius heudelotii","SMC"
"Crucifix sea catfish","Arius proops","AXP"
NA,"Arius spp","AWX"
"Gillbacker sea catfish","Aspistor parkeri","AWP"
"Bressou sea catfish","Aspistor quadriscutis","AZS"
"Red sea catfish","Bagre pinnimaculatus","BEC"
"Chilhuil sea catfish","Bagre panamensis","BEI"
"Coco sea catfish","Bagre bagre","BEB"
"Gafftopsail sea catfish","Bagre marinus","BEM"
"Beardless sea catfish","Batrachocephalus mino","BHN"
"Congo sea catfish","Cathorops fuerthii","THI"
"Madamango sea catfish","Cathorops spixii","TWS"
NA,"Cephalocassis melanochir","LSE"
"Smallmouthed salmon catfish","Cinetodus froggatti","DUF"
"Daniel's catfish","Cochlefelis danielsi","CFD"
"Spoon-snouted catfish","Doiichthys novaeguineae","DYV"
"Peruvian sea catfish","Galeichthys peruvianus","GYP"
NA,"Galeichthys spp","FMX"
"White barbel","Galeichthys feliceps","GAT"
"Guri sea catfish","Genidens genidens","GEG"
NA,"Hemipimelodus bicolor","HPB"
NA,"Ketengus typus","KTY"
"Day's catfish","Nedystoma dayi","NYY"
"Silver cobbler","Neoarius midgleyi","JJT"
"White sea catfish","Netuma barba","NUB"
"Bronze catfish","Netuma bilineata","AUT"
"Giant catfish","Netuma thalassina","AUX"
"Chili sea catfish","Notarius troschelii","SDT"
"Thomas sea catfish","Notarius grandicassis","NGZ"
"Soldier catfish","Osteogeneiosus militaris","OGM"
"Thinspine sea catfish","Plicofollis tenuispinis","IEZ"
"Pemecou sea catfish","Sciades herzbergii","SSZ"
"Brown sea catfish","Sciades dowii","SDW"
"Passany sea catfish","Sciades passany","CVQ"
"Couma sea catfish","Sciades couma","CVE"
NA,"Tachysurus nenga","TYN"
"Lorentz catfish","Tetranesodon conorhynchus","TSY"
"Ruff","Arripis georgianus","RUF"
"Australian salmon","Arripis trutta","ASA"
"Royal flagfin","Aulopus filamentosus","ULF"
"Guinean flagfin","Aulopus cadenati","UJA"
"Japanese thread-sail fish","Hime japonicus","HIJ"
NA,"Aulichthys japonicus","AJP"
"Tube-snout","Aulorhynchus flavidus","AFV"
NA,"Aulostomus strigosus","AGQ"
"Triggerfishes, durgons nei","Balistidae","TRI"
"Starry triggerfish","Abalistes stellaris","AJS"
"Orange-lined triggerfish","Balistapus undulatus","BID"
"Finescale triggerfish","Balistes polylepis","BIY"
"Queen triggerfish","Balistes vetula","BLV"
NA,"Balistes spp","BIX"
"Bluespotted triggerfish","Balistes punctatus","BVP"
"Grey triggerfish","Balistes carolinensis","TRG"
"Clown triggerfish","Balistoides conspicillum","BDK"
"Titan triggerfish","Balistoides viridescens","BDZ"
"Rough triggerfish","Canthidermis maculata","CNT"
"Ocean triggerfish","Canthidermis sufflamen","CZT"
"Largescale triggerfish","Canthidermis macrolepis","NHR"
"Indian triggerfish","Melichthys indicus","MLJ"
"Black triggerfish","Melichthys niger","MEN"
"Red-toothed triggerfish","Odonus niger","ONI"
"Yellowmargin triggerfish","Pseudobalistes flavimarginatus","UBV"
"Stone triggerfish","Pseudobalistes naufragium","UDN"
"White-banded triggerfish","Rhinecanthus aculeatus","HJC"
"Picasso triggerfish","Rhinecanthus assasi","IEL"
"Masked triggerfish","Sufflamen fraenatum","UIA"
"Halfmoon triggerfish","Sufflamen chrysopterus","UFC"
"Bluethroat triggerfish","Sufflamen albicaudatus","UFA"
"Gilded triggerfish","Xanthichthys auromarginatus","XAC"
"Outrigger triggerfish","Xenobalistes punctatus","XEP"
NA,"Banjos banjos","BJB"
"Alaskan ronquil","Bathymaster caeruleofasciatus","BMF"
"Stripefin ronquil","Rathbunella hypoplecta","RLY"
"Northern ronquil","Ronquilus jordani","RQJ"
"Toadfishes, etc. nei","Batrachoididae","TFD"
"Grunting toadfish","Allenbatrachus grunniens","JWZ"
"Bocon toadfish","Amphichthys cryptocentrus","BAY"
"Flat toadfish","Austrobatrachus dussumieri","BAD"
"Hairy toadfish","Batrachoides liberiensis","BBL"
"Pacuma toadfish","Batrachoides surinamensis","TFB"
"Toadfishes nei","Batrachoides spp","TDF"
"Western frogfish","Batrachomoeus occidentalis","BBD"
"White-ribbed toadfish","Batrichthys albofasciatus","BBY"
"Two-faced toadfish","Bifax lacinia","BBX"
"Pony toadfish","Chatrabus damaranus","BCH"
NA,"Colletteichthys dussumieri","JCY"
"Dow's toadfish","Daector dowi","BDD"
"Lusitanian toadfish","Halobatrachus didactylus","BHD"
"Banded frogfish","Halophryne diemensis","BHM"
"Gulf toadfish","Opsanus beta","BOU"
"Guinean toadfish","Perulibatrachus elminensis","BPE"
"Rossignolâ€™s toadfish","Perulibatrachus rossignoli","BVI"
NA,"Porichthys porosissimus","BPP"
"Daisy midshipman","Porichthys margaritatus","BZY"
"Broadbodied toadfish","Riekertia ellisi","BRK"
NA,"Sanopus astrifer","BSU"
"Cano toadfish","Thalassophryne maculosa","BTM"
NA,"Thalassothia cirrhosa","BTC"
"Combtooth blennies","Blenniidae","BLE"
NA,"Aidablennius sphynx","AIX"
"Dwarf blenny","Alloblennius parvus","AIV"
"Kirk's blenny","Alticus kirkii","AIJ"
NA,"Andamia reyi","NDR"
"Aden blenny","Antennablennius adenensis","NUN"
"Orangedotted blenny","Antennablennius variopunctatus","JED"
"Horned rockskipper","Antennablennius bifilum","JEA"
"Arabian blenny","Antennablennius hypenetes","JEB"
"Simony's blenny","Antennablennius simonyi","JEC"
"Lance blenny","Aspidontus dussumieri","NUD"
NA,"Atrosalarias fuscus","AIS"
NA,"Bathyblennius antholops","YBA"
NA,"Blenniella bilitonensis","NLB"
NA,"Blue-dashed rockskipper","HWN"
"Butterfly blenny","Blennius ocellaris","NUO"
NA,"Blennius spp","NUW"
NA,"Blennius normani","NVB"
"Looseskin blenny","Chalaroderma capito","HDP"
"Striped blenny","Chasmodes bosquianus","HSB"
NA,"Cirripectes alboapicalis","IRL"
"Filamentous blenny","Cirripectes filamentosus","IRP"
"Montagu's blenny","Coryphoblennius galerita","YFG"
"Tripplespot blenny","Crossosalarias macrospilus","OOP"
"Fourline blenny","Ecsenius aequalis","ECQ"
NA,"Ecsenius lividanalis","ECV"
NA,"Ecsenius pulcher","EBE"
"Black blenny","Enchelyurus ater","YUT"
NA,"Entomacrodus cadenati","EOC"
"Leopard blenny","Exallias brevis","EXR"
"Jugular blenny","Glyptoparus jugularis","GLJ"
"Highbrow rockskipper","Hirculops cornifer","HUF"
"Oyster blenny","Hypleurochilus aequipinnis","HYQ"
NA,"Hypleurochilus langi","HZV"
"Barnaclebill blenny","Hypsoblennius brevipinnis","HYV"
"Imspringer","Istiblennius bellus","ISL"
"Spotted rockskipper","Istiblennius spilotus","IQQ"
"Scarface rockskipper","Istiblennius pox","IQP"
"Lined rockskipper","Istiblennius lineatus","IQK"
"Rippled rockskipper","Istiblennius edentulus","IQJ"
"Spotty blenny","Laiphognathus multimaculatus","LFM"
NA,"Lipophrys adriaticus","LFD"
NA,"Lipophrys velifer","LWH"
"Fowler's rockskipper","Litobranchus fowleri","LIW"
"Mangrove blenny","Lupinoblennius dispar","UND"
NA,"Meiacanthus abditus","MHB"
NA,"Microlipophrys bauchotae","MWJ"
NA,"Mimoblennius atrocinctus","MBT"
"Fringed blenny","Mimoblennius cirrosus","KVP"
"Pygmy blenny","Nannosalarias nativitatus","NAV"
"Oman blenny","Oman ypsilon","OAY"
NA,"Omobranchus anolius","OOO"
"Arab blenny","Omobranchus fasciolatus","NZY"
"Mekran blenny","Omobranchus mekranensis","NZW"
"Muzzled blenny","Omobranchus punctatus","NZV"
"Omox blenny","Omox biporos","OXS"
NA,"Ophioblennius atlanticus","OFT"
NA,"Parablennius cornutus","PBO"
NA,"Parablennius dialloi","QAO"
NA,"Parablennius verryckeni","QAZ"
"Tentacled blenny","Parablennius tentacularis","QAY"
"Rock-pool blenny","Parablennius parvicornis","QAW"
NA,"Parablennius incognitus","QAV"
NA,"Parablennius goreensis","QAR"
"Cheekspot blenny","Parablennius opercularis","QCS"
"Tasseled blenny","Parablennius thysanius","QCW"
NA,"Parahypsos paytensis","YPY"
NA,"Paralipophrys trigloides","YST"
"Ambon rockskipper","Paralticus amboinensis","TUO"
"Hepburn's blenny","Parenchelyurus hepburni","YUH"
NA,"Pereulixia kosiensis","UXK"
"Arabian fangblenny","Petroscirtes ancylodon","TSL"
"Variable sabretooth blenny","Petroscirtes variabilis","UAK"
"Floral blenny","Petroscirtes mitratus","UAJ"
NA,"Phenablennius heyligeri","FBH"
NA,"Pictiblennius yatabei","IBY"
"Sabertooth blenny","Plagiotremus azaleus","LGZ"
"Townsend's fangblenny","Plagiotremus townsendi","IEU"
"Natal rockskipper","Praealticus natalis","ESL"
"Barred-chin blenny","Rhabdoblennius ellipes","RNP"
NA,"Salaria basiliscus","IAU"
"Jewelled blenny","Salarias fasciatus","IAF"
"Molly miller","Scartella cristata","LLR"
"Giant blenny","Scartichthys gigas","SJJ"
NA,"Spaniblennius riodourensis","BSD"
NA,"Spaniblennius clandestinus","BFK"
"Seychelle's blenny","Stanulus seychellensis","ULS"
"Hairtail blenny","Xiphasia setifer","XMR"
"Japanese snake blenny","Xiphasia matsubarai","XFU"
NA,"Bovichtus elongatus","BVE"
"Channel bull blenny","Cottoperca gobio","BVG"
NA,"Pseudaphritis porosus","PFP"
NA,"Brachionichthys hirsutus","BHH"
"Freetail brotula","Bidenichthys capensis","BDC"
"Pink brotula","Brosmodorsalis persicinus","BDP"
NA,"Brotulina erythrea","BRY"
"Longarm brotula","Calamopteryx goslinei","CXI"
"Fleshfish","Dermatopsis macrodon","DTC"
"Orange brotula","Dermatopsoides kasougae","DTK"
NA,"Diancistrus longifilis","DCG"
NA,"Dinematichthys dasyrhynchus","DMD"
"Yellow pigmy brotula","Dinematichthys iluocoeteoides","DMS"
NA,"Dipulus caecus","DUC"
"Bighead brotula","Grammonoides opisthodon","GMO"
NA,"Grammonus ater","GMT"
"Purple brotula","Grammonus diagrammus","BPS"
"Gold brotula","Gunterichthys longipenis","GTL"
"Toothed Cuban cusk-eel","Lucifuga dentatus","LUX"
NA,"Monothrix mizolepis","MXM"
"Key brotula","Ogilbia cayorum","OGY"
NA,"Stygnobrotula latebricola","SGE"
"Fusiliers nei","Caesionidae","CJX"
"Blue and gold fusilier","Caesio caerulaurea","CJC"
"Redbelly yellowtail fusilier","Caesio cuning","CJU"
"Variable-lined fusilier","Caesio varilineata","CJV"
"Lunar fusilier","Caesio lunaris","CJZ"
"Suez fusilier","Caesio suevica","FJR"
"Yellowback fusilier","Caesio xanthonota","IHA"
"Yellow and blueback fusilier","Caesio teres","IFK"
"Fusiliers Caesio nei","Caesio spp","FUS"
"Mottled fusilier","Dipterygonotus balteatus","DTB"
"Slender fusilier","Gymnocaesio gymnoptera","GMY"
"One-stripe fusilier","Pterocaesio tessellata","TET"
"Banana fusilier","Pterocaesio pisang","TEI"
"Goldband fusilier","Pterocaesio chrysozona","TEC"
"Double-lined fusilier","Pterocaesio digramma","TED"
"Capricorn fusilier","Pterocaesio capricornis","UDH"
NA,"Pterocaesio spp","TZX"
"Dark-banded fusilier","Pterocaesio tile","UDK"
NA,"Callanthias japonicus","LAJ"
"Long-tailed groppo","Grammatonotus crosnieri","GMC"
"Dragonets nei","Callionymidae","YVX"
"Tentacled dragonet","Anaora tentaculata","NRE"
NA,"Bathycallionymus formosanus","BFM"
"Dragonet","Callionymus lyra","LYY"
"Arrow dragonet","Callionymus sagitta","YCZ"
"Smallhead dragonet","Callionymus erythraeus","YBL"
"Blotchfin dragonet","Callionymus filamentosus","YBR"
NA,"Callionymus hindsii","YBY"
